City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
394,makakilo city,21.3469,-158.0858,23.18,88,0,2.06,US,1673457204
395,kanniyakumari,8.0833,77.5667,23.98,75,83,3.27,IN,1673457204
396,qingdao,36.0986,120.3719,7.04,95,0,3.69,CN,1673457204
397,la asuncion,11.0333,-63.8628,26.64,71,0,5.25,VE,1673457205
398,naze,28.3667,129.4833,17.05,60,35,6.08,JP,1673457205
399,innisfail,-17.5333,146.0333,25.36,87,100,2.58,AU,1673457124
400,srednekolymsk,67.45,153.6833,-33.91,99,98,1.2,RU,1673457206
401,sorong,-0.8833,131.25,26.55,83,100,2.43,ID,1673457207
402,gagra,43.3283,40.2239,2.51,54,19,2.47,GE,1673457207
403,la plaine,15.3333,-61.25,25.37,76,26,4.11,DM,1673457208
404,hamilton,39.1834,-84.5333,9.44,78,100,5.66,US,1673457168
405,sao miguel do araguaia,-13.275,-50.1628,29.86,61,100,0.95,BR,1673457208
406,zhezkazgan,47.8043,67.7144,-27.25,95,56,1.92,KZ,1673457209
407,faanui,-16.4833,-151.75,26.25,76,95,5.34,PF,1673457209
408,sao filipe,14.8961,-24.4956,25.19,61,0,5.22,CV,1673457210
409,batagay,67.6333,134.6333,-37.42,96,100,0.78,RU,1673457210
410,souillac,-20.5167,57.5167,25.05,81,79,6.15,MU,1673457211
411,glenwood springs,39.5505,-107.3248,1.45,84,100,3.45,US,1673457129
412,san jose,37.3394,-121.895,12.81,80,100,8.75,US,1673457122
413,along,28.1667,94.7667,10.46,72,0,0.9,IN,1673457211
414,micheweni,-4.9667,39.8333,26.97,80,51,4.78,TZ,1673457212
415,alice springs,-23.7,133.8833,23.75,94,58,2.57,AU,1673456969
416,pitmoaga,12.2397,-1.8767,30.81,12,9,3.55,BF,1673457213
417,hobyo,5.3505,48.5268,25.41,78,39,8.17,SO,1673457213
418,atar,20.5169,-13.0499,27.28,6,5,5.52,MR,1673457214
419,besikduzu,41.052,39.2284,7.94,48,5,3.82,TR,1673457214
420,ponta delgada,37.7333,-25.6667,17.4,77,40,4.12,PT,1673457214
421,punta cardon,11.6581,-70.215,27.81,67,11,8.49,VE,1673457215
422,norman wells,65.282,-126.8329,-23.2,98,98,1.68,CA,1673457215
423,richards bay,-28.783,32.0377,23.3,77,0,4.17,ZA,1673457216
424,chara,56.9064,118.2631,-25.29,80,73,1.16,RU,1673457216
425,sligo,54.2697,-8.4694,7.17,70,100,7.72,IE,1673457010
426,abu dhabi,24.4667,54.3667,21.06,66,40,5.14,AE,1673457137
427,odienne,9.51,-7.5692,34.15,10,46,3.03,CI,1673457217
428,scarborough,54.2797,-0.4044,6.76,85,76,4.92,GB,1673457218
429,beipiao,41.7919,120.7792,-2.29,58,62,2.47,CN,1673457218
430,gambela,8.25,34.5833,30.23,38,57,1.4,ET,1673457219
431,chenzhou,25.8,113.0333,12.92,95,67,1.96,CN,1673457219
432,calatayud,41.3535,-1.6432,8.64,79,92,1.45,ES,1673457220
433,vila franca do campo,37.7167,-25.4333,17.23,75,89,3.4,PT,1673457220
434,kavieng,-2.5744,150.7967,27.47,76,100,2.26,PG,1673457221
435,biak,-0.9131,122.8766,24.41,82,100,0.72,ID,1673457221
436,mama,58.3106,112.8986,-26.23,94,100,2.36,RU,1673457222
437,marsa matruh,31.3525,27.2453,15.22,65,95,6.56,EG,1673457223
438,potsdam,52.3989,13.0657,8.81,93,100,0.45,DE,1673457175
439,katangli,51.7102,143.2326,-19.29,95,77,2.04,RU,1673457223
440,cabra,37.4725,-4.4421,11.79,78,92,2.45,ES,1673457224
441,beisfjord,68.3751,17.5988,1.03,86,100,4.27,NO,1673457224
442,port hardy,50.6996,-127.4199,5.58,83,36,6.15,CA,1673457166
443,amahai,-3.3333,128.9167,26.0,83,100,0.58,ID,1673457225
444,kuryk,43.2,51.65,-6.24,38,0,10.11,KZ,1673457225
445,constitucion,-35.3333,-72.4167,20.77,43,98,8.05,CL,1673457226
446,at-bashi,41.1702,75.8106,-17.23,97,100,1.84,KG,1673457226
447,gao,16.6362,1.637,24.92,10,2,4.02,ML,1673457226
448,alappuzha,9.49,76.3264,24.44,73,43,2.78,IN,1673456992
449,lohardaga,23.4333,84.6833,12.92,29,0,0.51,IN,1673457227
450,narbonne,43.0833,2.8333,13.13,63,100,8.92,FR,1673457228
451,prince rupert,54.3161,-130.3201,3.02,81,99,3.62,CA,1673457065
452,khorramshahr,30.4397,48.1664,9.97,55,0,4.56,IR,1673457228
453,kununurra,-15.7667,128.7333,25.99,94,100,0.0,AU,1673457229
454,ahuimanu,21.4447,-157.8378,23.84,78,75,1.54,US,1673457229
455,oktyabrskoye,43.0645,44.7417,-15.92,85,36,3.0,RU,1673457229
456,praia,14.9215,-23.5087,26.3,61,0,9.26,CV,1673457201
457,turbat,26.0023,63.044,14.31,27,9,13.14,PK,1673457230
458,winslow,35.0242,-110.6974,6.1,56,0,3.09,US,1673457231
459,hervey bay,-25.2986,152.8535,23.19,72,98,2.94,AU,1673457231
460,lufilufi,-13.8745,-171.5986,23.88,67,98,4.73,WS,1673457232
461,sibolga,1.7427,98.7792,23.84,89,98,1.42,ID,1673457232
462,pithoragarh,29.5833,80.2167,5.46,66,100,1.1,IN,1673457233
463,nizhneangarsk,55.7833,109.55,-24.62,80,90,3.57,RU,1673457233
464,bakaly,55.1789,53.8028,-22.93,90,22,4.27,RU,1673457233
465,ndioum,16.5129,-14.6471,32.64,8,2,5.89,SN,1673457234
466,chumikan,54.7183,135.315,-14.09,95,100,2.66,RU,1673457234
467,kirkuk,35.4681,44.3922,9.1,47,0,3.48,IQ,1673457235
468,matamoros,25.5333,-103.25,17.06,27,0,3.6,MX,1673457235
469,hohhot,40.8106,111.6522,-0.86,59,79,0.73,CN,1673457236
470,livingston,55.9029,-3.5226,5.49,83,100,8.23,GB,1673456958
471,pindiga,9.9833,10.9333,25.51,22,64,3.17,NG,1673457237
472,solnechnyy,50.7214,136.6319,-16.28,93,78,1.91,RU,1673457237
473,kaabong,3.4836,34.1492,23.49,39,82,5.23,UG,1673457237
474,tuni,17.35,82.55,20.11,75,0,0.66,IN,1673457238
475,katsuura,35.1333,140.3,8.06,71,4,2.28,JP,1673457239
476,guarapari,-20.6667,-40.4975,29.38,81,91,5.9,BR,1673457163
477,port hawkesbury,45.6169,-61.3485,-3.4,74,75,5.81,CA,1673457239
478,gazanjyk,39.2446,55.5154,-8.03,64,0,9.69,TM,1673457240
479,bonavista,48.6499,-53.1147,-3.81,81,100,5.64,CA,1673457241
480,santana do matos,-5.9575,-36.6556,33.66,36,64,6.16,BR,1673457241
481,kozhva,65.1073,57.0459,-11.66,94,100,4.25,RU,1673457241
482,wamba,8.9333,8.6,30.17,14,39,2.04,NG,1673457242
483,nhulunbuy,-12.2333,136.7667,27.34,89,86,3.09,AU,1673457242
484,thinadhoo,0.5333,72.9333,27.09,73,98,4.81,MV,1673457243
485,ucluelet,48.9329,-125.5528,8.38,88,96,0.89,CA,1673457244
486,lashio,22.9333,97.75,10.68,76,0,0.59,MM,1673457244
487,isangel,-19.55,169.2667,24.28,76,12,1.1,VU,1673457244
488,margate,51.3813,1.3862,9.61,83,55,3.58,GB,1673457245
489,komsomolskiy,40.4272,71.7189,-9.6,57,100,3.09,UZ,1673457245
490,dingle,10.9995,122.6711,22.0,95,100,4.41,PH,1673457246
491,lisakovsk,52.5369,62.4936,-19.85,93,18,3.67,KZ,1673457246
492,alekseyevka,50.6309,38.6903,-11.47,69,97,6.34,RU,1673457247
493,devils lake,48.1128,-98.8651,-7.94,84,100,7.72,US,1673457044
494,nizhniy tsasuchey,50.5167,115.1333,-19.09,100,100,1.43,RU,1673457247
495,malanje,-9.5402,16.341,19.62,92,99,1.17,AO,1673457248
496,lantawan,10.6167,123.9833,23.83,97,100,7.27,PH,1673457248
497,sitka,57.0531,-135.33,4.94,87,100,1.54,US,1673457249
498,taoudenni,22.6783,-3.9836,22.54,11,100,3.52,ML,1673457249
499,shanghai,31.2222,121.4581,12.74,82,0,4.02,CN,1673457250
500,alacranes,22.7675,-81.5675,26.27,43,0,4.12,CU,1673457250
501,aksay,47.26,39.87,-8.75,72,43,8.94,RU,1673457251
502,ushtobe,45.2514,77.9838,-17.0,97,74,2.52,KZ,1673457251
503,namibe,-15.1961,12.1522,22.46,73,99,6.63,AO,1673457252
504,egvekinot,66.3167,-179.1667,-22.63,74,5,7.81,RU,1673457253
505,beringovskiy,63.05,179.3167,-24.1,95,13,3.99,RU,1673457253
506,qinhuangdao,39.9317,119.5883,1.24,56,48,1.54,CN,1673457254
507,ratnagiri,16.9833,73.3,22.09,64,0,2.74,IN,1673457254
508,altamira,-3.2033,-52.2064,28.4,67,99,1.95,BR,1673457254
509,nakhon thai,17.1006,100.8374,20.44,95,5,1.28,TH,1673457255
510,tabou,4.423,-7.3528,28.21,68,90,4.94,CI,1673457256
511,port keats,-14.25,129.55,27.0,84,92,3.8,AU,1673457256
512,panjab,34.388,67.0233,-24.08,100,42,1.94,AF,1673457257
513,bograd,54.2344,90.8328,-26.06,87,100,1.47,RU,1673457257
514,kamskoye ustye,55.2016,49.268,-22.0,88,87,5.87,RU,1673457258
515,caravelas,-17.7125,-39.2481,29.71,59,100,4.63,BR,1673457259
516,rio grande,-32.035,-52.0986,35.06,56,13,6.79,BR,1673457259
517,dongsheng,39.8161,109.9776,-2.03,78,100,3.23,CN,1673457260
518,vetlanda,57.4289,15.0776,5.69,87,100,4.5,SE,1673457260
519,paracuru,-3.41,-39.0306,28.39,53,9,7.17,BR,1673457261
520,guaymas,27.9333,-110.9,21.92,26,20,0.0,MX,1673457261
521,nanakuli,21.3906,-158.1547,23.97,88,0,2.06,US,1673457262
522,staryy nadym,65.6118,72.6842,-24.62,98,100,5.71,RU,1673457262
523,pahrump,36.2083,-115.9839,4.58,78,21,0.45,US,1673457262
524,paamiut,61.994,-49.6678,-7.07,73,100,6.49,GL,1673457263
525,dwarka,22.2394,68.9678,22.01,84,0,5.2,IN,1673457263
526,camacha,33.0833,-16.3333,15.68,94,40,7.2,PT,1673457264
527,tura,25.5198,90.2201,14.68,65,0,1.36,IN,1673457264
528,iracoubo,5.4802,-53.2011,26.65,83,73,4.47,GF,1673457265
529,dubai,25.2582,55.3047,21.14,52,40,5.14,AE,1673456966
530,sungaipenuh,-2.0833,101.3833,17.46,97,100,0.56,ID,1673457265
531,zeya,53.75,127.2667,-22.81,95,100,1.27,RU,1673457266
532,shalakusha,62.2247,40.2539,-7.19,90,98,4.79,RU,1673457267
533,linqiong,30.4159,103.4609,8.87,76,38,0.16,CN,1673457267
534,plast,54.3691,60.8136,-19.08,89,20,3.25,RU,1673457268
535,nuuk,64.1835,-51.7216,-9.66,79,75,4.63,GL,1673457268
536,houston,29.7633,-95.3633,24.99,75,100,7.2,US,1673457226
537,davenda,53.5556,119.317,-13.13,96,100,0.7,RU,1673457269
538,gurupi,-11.7292,-49.0686,30.14,63,78,0.75,BR,1673457122
539,morehead,37.2711,-87.1764,15.44,92,100,4.63,US,1673457094
540,lumut,4.2323,100.6298,24.81,86,100,0.59,MY,1673457270
541,paratinga,-12.6906,-43.1842,32.66,42,57,1.38,BR,1673457270
542,nemuro,43.3236,145.575,-0.93,79,63,4.33,JP,1673457270
543,burnie,-41.0667,145.9167,13.16,92,80,3.79,AU,1673457271
544,wanxian,30.8039,108.3897,14.52,63,27,0.89,CN,1673457271
545,ahipara,-35.1667,173.1667,18.28,88,69,4.77,NZ,1673457272
546,lazaro cardenas,17.9583,-102.2,27.0,58,3,1.51,MX,1673456972
547,yeppoon,-23.1333,150.7333,22.88,78,98,4.38,AU,1673457187
548,west wendover,40.7391,-114.0733,-0.9,73,28,2.81,US,1673457220
549,tilichiki,60.4667,166.1,-12.79,91,100,4.32,RU,1673457273
550,mattru,7.6244,-11.8332,34.66,23,1,1.05,SL,1673457273
551,manjeshwar,12.7194,74.8861,25.53,75,4,2.15,IN,1673457274
552,nome,64.5011,-165.4064,-6.58,93,100,8.75,US,1673456999
553,lincoln,40.8,-96.667,5.09,75,0,3.6,US,1673457009
554,lulea,65.5842,22.1547,0.04,100,100,10.8,SE,1673457275
555,moche,-8.1711,-79.0092,22.1,73,20,5.14,PE,1673457275
556,podyuga,61.095,40.8647,-9.13,91,100,5.12,RU,1673457276
557,sokone,13.8833,-16.3667,35.13,8,2,6.02,SN,1673457276
558,kosh-agach,50.0,88.6667,-27.57,91,100,1.79,RU,1673457276
559,erzin,36.9559,36.2,9.8,51,100,3.11,TR,1673457277
560,sumbe,-11.2061,13.8437,25.41,77,96,3.77,AO,1673457277
561,vytegra,61.0064,36.4481,-4.61,89,100,4.87,RU,1673457278
562,lagoa,39.05,-27.9833,15.2,74,100,6.53,PT,1673457278
563,tulun,54.5611,100.5792,-21.55,95,100,2.43,RU,1673457279
